,Year,Respondent_ID,Agency_Code,Loan_Type,Property_Type,Loan_Purpose,Occupancy,Amount,Action_Type,State_Code,County_Code,Income,Purchaser_Type ,Denial_Reason_1,Property_Location,USPS_Code,GDP,Real_State_Growth_%,Rate,PMT,IncRat,Unemployemnt,AmorTerm
1499,2017,451965.0,9,1,1,1,2,240.0,1,53,53,163,0,,Washington,WA,491.7,3.1,3.989807692307693,1144.3869193018945,84.2493437522867,4.8,360
1506,2017,451965.0,9,1,1,1,1,161.0,1,37,71,95,0,,North Carolina,NC,537.0,1.9,3.989807692307693,767.6928916983543,96.97173368821316,4.6,360
1515,2017,451965.0,9,1,1,1,1,226.0,1,51,121,156,0,,Virginia,VA,509.6,1.2,3.989807692307693,1077.6310156759507,82.89469351353468,3.8,360
1516,2017,451965.0,9,1,1,1,1,243.0,1,27,139,87,0,,Minnesota,MN,345.3,1.7,3.989807692307693,1158.6917557931683,159.81955252319563,3.5,360
1525,2017,451965.0,9,1,1,1,1,98.0,1,51,81,50,0,,Virginia,VA,509.6,1.2,3.989807692307693,467.29132538160695,112.14991809158566,3.8,360
1535,2017,451965.0,9,1,1,1,1,194.0,1,9,3,69,0,,Connecticut,CT,271.7,1.5,3.989807692307693,925.0460931023648,160.8775814091069,4.7,360
1551,2017,451965.0,9,1,1,1,1,375.0,1,51,59,110,0,,Virginia,VA,509.6,1.2,3.989807692307693,1788.1045614092104,195.06595215373207,3.8,360
1552,2017,451965.0,9,1,1,1,1,351.0,1,27,53,365,0,,Minnesota,MN,345.3,1.7,3.989807692307693,1673.6658694790208,55.024631325337666,3.5,360
1556,2017,451965.0,9,1,1,1,1,132.0,3,13,31,100,0,3.0,Georgia,GA,548.4,2.7,3.989807692307693,629.412805616042,75.52953667392504,4.7,360
1562,2017,451965.0,9,1,1,1,1,139.0,3,6,67,53,0,1.0,California,CA,,2.6,3.989807692307693,662.790757429014,150.06583187072013,4.8,360
1565,2017,451965.0,9,1,1,1,1,227.0,1,42,101,90,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1082.3992945063753,144.31990593418337,4.9,360
1573,2017,451965.0,9,1,1,1,1,270.0,1,42,19,168,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1287.4352842146313,91.95966315818795,4.9,360
1579,2017,451965.0,9,1,1,1,1,119.0,3,26,81,27,0,1.0,Michigan,MI,504.9,2.0,3.989807692307693,567.4251808205228,252.1889692535657,4.6,360
1585,2017,451965.0,9,1,1,1,1,133.0,3,54,41,8,0,1.0,West Virginia,WV,74.5,0.4,3.989807692307693,634.1810844464666,951.2716266696999,5.2,360
1600,2017,451965.0,9,1,1,1,1,153.0,1,50,23,59,0,,Vermont,VT,32.0,1.4,3.989807692307693,729.5466610549578,148.3823717399914,3.0,360
1611,2017,451965.0,9,1,1,1,1,384.0,3,6,85,33,0,1.0,California,CA,,2.6,3.989807692307693,1831.0190708830312,665.8251166847386,4.8,360
1630,2017,451965.0,9,1,1,1,1,163.0,1,12,95,64,0,,Florida,FL,968.0,2.7,3.989807692307693,777.2294493592035,145.73052175485066,4.2,360
1647,2017,451965.0,9,1,1,1,1,147.0,3,39,103,37,0,1.0,Ohio,OH,646.5,1.9,3.989807692307693,700.9369880724105,227.3309150505115,5.0,360
1651,2017,451965.0,9,1,1,1,1,279.0,1,34,21,80,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,1330.3497936884526,199.55246905326788,4.6,360
1653,2017,451965.0,9,1,1,1,1,278.0,1,45,13,520,0,,South Carolina,SC,217.8,2.1,3.989807692307693,1325.581514858028,30.590342650569873,4.3,360
1663,2017,451965.0,9,1,1,1,1,117.0,1,22,3,64,0,,Louisiana,LA,237.1,0.6,3.989807692307693,557.8886231596736,104.6041168424388,5.1,360
1668,2017,451965.0,9,1,1,1,1,318.0,1,13,57,119,0,,Georgia,GA,548.4,2.7,3.989807692307693,1516.3126680750102,152.90547913361448,4.7,360
1670,2017,451965.0,9,1,1,1,1,359.0,3,6,71,36,0,1.0,California,CA,,2.6,3.989807692307693,1711.8121001224172,570.604033374139,4.8,360
1678,2017,451965.0,9,1,1,1,1,370.0,1,25,17,95,0,,Massachusetts,MA,528.0,2.1,3.989807692307693,1764.2631672570874,222.85429481142157,3.7,360
1700,2017,451965.0,9,1,1,1,1,206.0,1,6,1,61,0,,California,CA,,2.6,3.989807692307693,982.2654390674595,193.23254539031993,4.8,360
1701,2017,451965.0,9,1,1,1,1,347.0,1,12,9,207,0,,Florida,FL,968.0,2.7,3.989807692307693,1654.5927541573226,95.91842053085928,4.2,360
1706,2017,451965.0,9,1,1,1,1,289.0,3,48,121,188,0,3.0,Texas,TX,,1.1,3.989807692307693,1378.032581992698,87.95952651017221,4.3,360
1709,2017,451965.0,9,1,1,1,1,289.0,1,6,37,92,0,,California,CA,,2.6,3.989807692307693,1378.032581992698,179.7433802599171,4.8,360
1717,2017,451965.0,9,1,1,1,1,85.0,3,12,53,20,0,9.0,Florida,FL,968.0,2.7,3.989807692307693,405.3037005860877,243.1822203516526,4.2,360
1718,2017,451965.0,9,1,1,1,1,106.0,1,36,61,130,0,,New York,NY,,1.3,3.989807692307693,505.43755602500346,46.65577440230801,4.7,360
1719,2017,451965.0,9,1,1,1,1,134.0,3,13,121,120,0,3.0,Georgia,GA,548.4,2.7,3.989807692307693,638.9493632768911,63.89493632768911,4.7,360
1721,2017,451965.0,9,1,1,1,1,68.0,1,39,157,61,0,,Ohio,OH,646.5,1.9,3.989807692307693,324.24296046887014,63.785500420105606,5.0,360
1730,2017,451965.0,9,1,1,1,1,149.0,3,6,37,26,0,1.0,California,CA,,2.6,3.989807692307693,710.4735457332596,327.91086726150445,4.8,360
1737,2017,451965.0,9,1,1,1,1,362.0,1,24,17,140,0,,Maryland,MD,391.4,1.6,3.989807692307693,1726.116936613691,147.95288028117352,4.1,360
1746,2017,451965.0,9,1,1,1,1,378.0,1,6,59,92,0,,California,CA,,2.6,3.989807692307693,1802.4093979004838,235.0968779870196,4.8,360
1763,2017,451965.0,9,1,1,1,1,116.0,3,18,3,33,0,9.0,Indiana,IN,352.3,1.8,3.989807692307693,553.1203443292491,201.1346706651815,3.5,360
1769,2017,451965.0,9,1,1,1,1,128.0,1,27,123,59,0,,Minnesota,MN,345.3,1.7,3.989807692307693,610.3396902943438,124.13688616156143,3.5,360
1770,2017,451965.0,9,1,1,1,2,328.0,3,53,7,663,0,3.0,Washington,WA,491.7,3.1,3.989807692307693,1563.995456379256,28.307610070212778,4.8,360
1801,2017,451965.0,9,1,1,1,1,137.0,3,36,19,43,0,7.0,New York,NY,,1.3,3.989807692307693,653.2541997681648,182.30349760972038,4.7,360
1803,2017,451965.0,9,1,1,1,1,123.0,3,35,1,62,0,1.0,New Mexico,NM,94.8,0.6,3.989807692307693,586.498296142221,113.51579925333309,6.2,360
1817,2017,451965.0,9,1,1,1,1,262.0,1,6,73,65,0,,California,CA,,2.6,3.989807692307693,1249.289053571235,230.63797912084337,4.8,360
1840,2017,451965.0,9,1,1,1,1,182.0,1,6,67,124,0,,California,CA,,2.6,3.989807692307693,867.82674713727,83.98323359392936,4.8,360
1849,2017,451965.0,9,1,1,1,1,336.0,1,42,91,125,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1602.1416870226524,153.80560195417465,4.9,360
1855,2017,451965.0,9,1,1,1,1,181.0,1,12,115,63,0,,Florida,FL,968.0,2.7,3.989807692307693,863.0584683068455,164.39208920130392,4.2,360
1856,2017,451965.0,9,1,1,1,1,109.0,1,17,19,51,0,,Illinois,IL,815.5,1.4,3.989807692307693,519.7423925162772,122.29232765088875,5.0,360
1860,2017,451965.0,9,1,1,1,2,74.0,3,13,89,6,0,1.0,Georgia,GA,548.4,2.7,3.989807692307693,352.8526334514175,705.705266902835,4.7,360
1864,2017,451965.0,9,1,1,1,1,559.0,3,6,59,90,0,1.0,California,CA,,2.6,3.989807692307693,2665.4678662073297,355.39571549431065,4.8,360
1868,2017,451965.0,9,1,1,1,1,168.0,1,53,33,47,0,,Washington,WA,491.7,3.1,3.989807692307693,801.0708435113262,204.5287260028918,4.8,360
1875,2017,451965.0,9,1,1,1,1,297.0,1,51,41,122,0,,Virginia,VA,509.6,1.2,3.989807692307693,1416.1788126360946,139.29627665273063,3.8,360
1881,2017,451965.0,9,1,1,1,2,92.0,3,6,77,70,0,1.0,California,CA,,2.6,3.989807692307693,438.6816523990596,75.20256898269594,4.8,360
1896,2017,451965.0,9,1,1,1,2,261.0,1,36,61,306,0,,New York,NY,,1.3,3.989807692307693,1244.5207747408103,48.8047362643455,4.7,360
1899,2017,451965.0,9,1,1,1,1,264.0,1,37,57,133,0,,North Carolina,NC,537.0,1.9,3.989807692307693,1258.825611232084,113.57825063748125,4.6,360
1903,2017,451965.0,9,1,1,1,1,141.0,3,12,95,54,0,1.0,Florida,FL,968.0,2.7,3.989807692307693,672.3273150898631,149.40607001996958,4.2,360
1907,2017,451965.0,9,1,1,1,1,179.0,3,4,13,4,0,1.0,Arizona,AZ,314.7,2.2,3.989807692307693,853.5219106459963,2560.565731937989,4.9,360
1908,2017,451965.0,9,1,1,1,1,193.0,1,42,79,59,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,920.2778142719402,187.17514866547936,4.9,360
1919,2017,451965.0,9,1,1,1,1,293.0,1,41,33,91,0,,Oregon,OR,236.8,2.9,3.989807692307693,1397.1056973143964,184.23371832717316,4.1,360
1920,2017,451965.0,9,1,1,1,2,28.0,1,45,13,108,0,,South Carolina,SC,217.8,2.1,3.989807692307693,133.5118072518877,14.834645250209743,4.3,360
1927,2017,451965.0,9,1,1,1,1,151.0,1,32,3,61,0,,Nevada,NV,153.7,2.3,3.989807692307693,720.0101033941087,141.6413318152345,5.0,360
1935,2017,451965.0,9,1,1,1,1,103.0,1,37,119,205,0,,North Carolina,NC,537.0,1.9,3.989807692307693,491.13271953372976,28.749232362950035,4.6,360
1939,2017,451965.0,9,1,1,1,1,140.0,1,27,53,106,0,,Minnesota,MN,345.3,1.7,3.989807692307693,667.5590362594385,75.57272108597417,3.5,360
1940,2017,451965.0,9,1,1,1,1,107.0,1,16,69,31,0,,Idaho,ID,69.4,2.0,3.989807692307693,510.20583485542807,197.49903284726247,3.2,360
1949,2017,451965.0,9,1,1,1,1,201.0,3,17,43,27,0,1.0,Illinois,IL,815.5,1.4,3.989807692307693,958.4240449153367,425.9662421845941,5.0,360
1960,2017,451965.0,9,1,1,1,1,506.0,1,42,29,243,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,2412.749088194828,119.14810312073224,4.9,360
1966,2017,451965.0,9,1,1,1,1,212.0,1,22,61,196,0,,Louisiana,LA,237.1,0.6,3.989807692307693,1010.8751120500069,61.89031298265349,5.1,360
1970,2017,451965.0,9,1,1,1,1,147.0,1,4,19,48,0,,Arizona,AZ,314.7,2.2,3.989807692307693,700.9369880724105,175.23424701810262,4.9,360
1974,2017,451965.0,9,1,1,1,1,67.0,1,37,35,26,0,,North Carolina,NC,537.0,1.9,3.989807692307693,319.47468163844553,147.44985306389796,4.6,360
1983,2017,451965.0,9,1,1,1,1,251.0,1,48,491,169,0,,Texas,TX,,1.1,3.989807692307693,1196.8379864365647,84.98257891857264,4.3,360
1987,2017,451965.0,9,1,1,1,1,134.0,1,27,163,90,0,,Minnesota,MN,345.3,1.7,3.989807692307693,638.9493632768911,85.19324843691881,3.5,360
1999,2017,451965.0,9,1,1,1,1,242.0,1,22,33,61,0,,Louisiana,LA,237.1,0.6,3.989807692307693,1153.9234769627437,227.00133973037583,5.1,360
2008,2017,451965.0,9,1,1,1,1,72.0,3,27,53,192,0,1.0,Minnesota,MN,345.3,1.7,3.989807692307693,343.3160757905684,21.457254736910524,3.5,360
2019,2017,451965.0,9,1,1,1,1,509.0,3,51,107,127,0,3.0,Virginia,VA,509.6,1.2,3.989807692307693,2427.0539246861013,229.3279298916001,3.8,360
2020,2017,451965.0,9,1,1,1,1,53.0,1,19,143,55,0,,Iowa,IA,183.3,1.4,3.989807692307693,252.71877801250173,55.13864247545493,3.1,360
2023,2017,451965.0,9,1,1,1,1,316.0,3,35,49,15,0,1.0,New Mexico,NM,94.8,0.6,3.989807692307693,1506.7761104141612,1205.420888331329,6.2,360
2028,2017,451965.0,9,1,1,1,1,349.0,1,6,37,164,0,,California,CA,,2.6,3.989807692307693,1664.1293118181718,121.76555940132965,4.8,360
2029,2017,451965.0,9,1,1,1,1,201.0,3,51,800,80,0,1.0,Virginia,VA,509.6,1.2,3.989807692307693,958.4240449153367,143.7636067373005,3.8,360
2033,2017,451965.0,9,1,1,1,1,98.0,1,22,51,113,0,,Louisiana,LA,237.1,0.6,3.989807692307693,467.29132538160695,49.62385756264853,5.1,360
2037,2017,451965.0,9,1,1,1,1,114.0,3,17,197,51,0,3.0,Illinois,IL,815.5,1.4,3.989807692307693,543.5837866684,127.90206745138823,5.0,360
2042,2017,451965.0,9,1,1,1,1,276.0,1,6,29,97,0,,California,CA,,2.6,3.989807692307693,1316.0449571971787,162.8096854264551,4.8,360
2053,2017,451965.0,9,1,1,1,1,64.0,3,18,139,35,0,1.0,Indiana,IN,352.3,1.8,3.989807692307693,305.1698451471719,104.62966119331608,3.5,360
2062,2017,451965.0,9,1,1,1,1,360.0,1,6,97,103,0,,California,CA,,2.6,3.989807692307693,1716.580378952842,199.98994706246702,4.8,360
2065,2017,451965.0,9,1,1,1,1,114.0,3,53,19,92,0,9.0,Washington,WA,491.7,3.1,3.989807692307693,543.5837866684,70.90223304370434,4.8,360
2068,2017,451965.0,9,1,1,1,1,568.0,3,6,75,292,0,5.0,California,CA,,2.6,3.989807692307693,2708.3823756811507,111.30338530196511,4.8,360
2069,2017,451965.0,9,1,1,1,1,332.0,1,6,1,510,0,,California,CA,,2.6,3.989807692307693,1583.0685717009544,37.24867227531657,4.8,360
2070,2017,451965.0,9,1,1,1,1,287.0,1,13,139,272,0,,Georgia,GA,548.4,2.7,3.989807692307693,1368.496024331849,60.374824602875684,4.7,360
2074,2017,451965.0,9,1,1,1,1,220.0,3,15,1,170,0,7.0,Hawaii,HI,87.3,2.2,3.989807692307693,1049.0213426934033,74.04856536659318,2.4,360
2076,2017,451965.0,9,1,1,1,1,182.0,3,37,183,41,0,1.0,North Carolina,NC,537.0,1.9,3.989807692307693,867.82674713727,253.99807233285952,4.6,360
2078,2017,451965.0,9,1,1,1,1,292.0,1,34,27,87,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,1392.3374184839718,192.04654048054783,4.6,360
2086,2017,451965.0,9,1,1,1,1,346.0,1,36,61,132,0,,New York,NY,,1.3,3.989807692307693,1649.8244753268982,149.9840432115362,4.7,360
2087,2017,451965.0,9,1,1,1,1,51.0,3,24,9,45,0,3.0,Maryland,MD,391.4,1.6,3.989807692307693,243.1822203516526,64.84859209377403,4.1,360
2093,2017,451965.0,9,1,1,1,1,182.0,1,49,35,56,0,,Utah,UT,163.3,2.7,3.989807692307693,867.82674713727,185.96287438655784,3.2,360
2101,2017,451965.0,9,1,1,1,1,480.0,3,36,103,69,0,9.0,New York,NY,,1.3,3.989807692307693,2288.773838603789,398.0476241050068,4.7,360
2110,2017,451965.0,9,1,1,1,1,219.0,3,44,7,36,0,3.0,Rhode Island,RI,59.4,1.6,3.989807692307693,1044.2530638629787,348.0843546209929,4.5,360
2112,2017,451965.0,9,1,1,1,1,389.0,1,53,33,111,0,,Washington,WA,491.7,3.1,3.989807692307693,1854.8604650351542,200.52545567947612,4.8,360
2115,2017,451965.0,9,1,1,1,1,131.0,1,42,133,42,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,624.6445267856175,178.46986479589071,4.9,360
2117,2017,451965.0,9,1,1,1,1,104.0,1,48,167,52,0,,Texas,TX,,1.1,3.989807692307693,495.90099836415436,114.43869193018948,4.3,360
2122,2017,451965.0,9,1,1,1,1,211.0,1,42,29,836,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1006.1068332195824,14.441724878749985,4.9,360
2125,2017,451965.0,9,1,1,1,1,276.0,1,51,107,157,0,,Virginia,VA,509.6,1.2,3.989807692307693,1316.0449571971787,100.58942348003913,3.8,360
2126,2017,451965.0,9,1,1,1,1,141.0,3,36,103,21,0,1.0,New York,NY,,1.3,3.989807692307693,672.3273150898631,384.18703719420745,4.7,360
2127,2017,451965.0,9,1,1,1,1,113.0,1,5,143,50,0,,Arkansas,AR,123.7,1.4,3.989807692307693,538.8155078379754,129.3157218811141,3.7,360
2130,2017,451965.0,9,1,1,1,1,130.0,3,34,41,17,0,1.0,New Jersey,NJ,600.2,1.6,3.989807692307693,619.8762479551929,437.55970443895967,4.6,360
2132,2017,451965.0,9,1,1,1,1,169.0,3,48,381,109,0,1.0,Texas,TX,,1.1,3.989807692307693,805.8391223417507,88.71623365230282,4.3,360
2134,2017,451965.0,9,1,1,1,1,93.0,1,27,53,37,0,,Minnesota,MN,345.3,1.7,3.989807692307693,443.44993122948415,143.82159931767052,3.5,360
2142,2017,451965.0,9,1,1,1,1,179.0,1,5,143,78,0,,Arkansas,AR,123.7,1.4,3.989807692307693,853.5219106459963,131.31106317630713,3.7,360
2146,2017,451965.0,9,1,1,1,1,118.0,1,13,117,67,0,,Georgia,GA,548.4,2.7,3.989807692307693,562.6569019900982,100.77437050568923,4.7,360
2150,2017,451965.0,9,1,1,1,1,9.0,3,18,139,21,0,5.0,Indiana,IN,352.3,1.8,3.989807692307693,42.91450947382105,24.522576842183458,3.5,360
2153,2017,451965.0,9,1,1,1,1,195.0,1,13,135,142,0,,Georgia,GA,548.4,2.7,3.989807692307693,929.8143719327893,78.57586241685543,4.7,360
2155,2017,451965.0,9,1,1,1,1,29.0,3,42,3,22,0,3.0,Pennsylvania,PA,746.0,1.5,3.989807692307693,138.28008608231227,75.42550149944306,4.9,360
2158,2017,451965.0,9,1,1,1,1,160.0,1,2,20,71,0,,Alaska,AK,50.1,-1.9,3.989807692307693,762.9246128679298,128.94500499176277,7.2,360
2161,2017,451965.0,9,1,1,1,1,162.0,1,17,31,98,0,,Illinois,IL,815.5,1.4,3.989807692307693,772.4611705287788,94.58708210556476,5.0,360
2166,2017,451965.0,9,1,1,1,1,82.0,1,12,95,53,0,,Florida,FL,968.0,2.7,3.989807692307693,390.998864094814,88.5280447007126,4.2,360
2168,2017,451965.0,9,1,1,1,2,27.0,1,12,9,168,0,,Florida,FL,968.0,2.7,3.989807692307693,128.74352842146314,9.195966315818795,4.2,360
2169,2017,451965.0,9,1,1,1,2,112.0,3,34,29,84,0,1.0,New Jersey,NJ,600.2,1.6,3.989807692307693,534.0472290075508,76.29246128679297,4.6,360
2194,2017,451965.0,9,1,1,1,1,169.0,1,51,41,90,0,,Virginia,VA,509.6,1.2,3.989807692307693,805.8391223417507,107.44521631223343,3.8,360
2198,2017,451965.0,9,1,1,1,1,217.0,1,29,209,51,0,,Missouri,MO,310.5,1.6,3.989807692307693,1034.7165062021297,243.46270734167757,3.8,360
2202,2017,451965.0,9,1,1,1,1,82.0,3,48,61,32,0,3.0,Texas,TX,,1.1,3.989807692307693,390.998864094814,146.62457403555527,4.3,360
2203,2017,451965.0,9,1,1,1,1,566.0,1,51,59,123,0,,Virginia,VA,509.6,1.2,3.989807692307693,2698.8458180203015,263.30203102637086,3.8,360
2211,2017,451965.0,9,1,1,1,1,47.0,1,41,51,31,0,,Oregon,OR,236.8,2.9,3.989807692307693,224.10910502995435,86.75191162449845,4.1,360
2215,2017,451965.0,9,1,1,1,1,185.0,1,53,61,73,0,,Washington,WA,491.7,3.1,3.989807692307693,882.1315836285437,145.00793155537704,4.8,360
2219,2017,451965.0,9,1,1,1,1,196.0,1,27,123,155,0,,Minnesota,MN,345.3,1.7,3.989807692307693,934.5826507632139,72.35478586553914,3.5,360
2231,2017,451965.0,9,1,1,1,1,121.0,3,26,125,92,0,1.0,Michigan,MI,504.9,2.0,3.989807692307693,576.9617384813719,75.25587893235284,4.6,360
2240,2017,451965.0,9,1,1,1,1,432.0,1,51,61,139,0,,Virginia,VA,509.6,1.2,3.989807692307693,2059.8964547434102,177.83278745986274,3.8,360
2245,2017,451965.0,9,1,1,1,1,320.0,3,10,3,144,0,3.0,Delaware,DE,72.4,1.0,3.989807692307693,1525.8492257358596,127.15410214465497,4.6,360
2246,2017,451965.0,9,1,1,1,1,281.0,1,34,19,111,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,1339.8863513493015,144.85257852424883,4.6,360
2247,2017,451965.0,9,1,1,1,1,248.0,3,6,95,151,0,3.0,California,CA,,2.6,3.989807692307693,1182.533149945291,93.97614436651318,4.8,360
2255,2017,451965.0,9,1,1,1,1,110.0,3,37,105,48,0,3.0,North Carolina,NC,537.0,1.9,3.989807692307693,524.5106713467017,131.1276678366754,4.6,360
2260,2017,451965.0,9,1,1,1,1,91.0,1,49,5,34,0,,Utah,UT,163.3,2.7,3.989807692307693,433.913373568635,153.14589655363588,3.2,360
2268,2017,451965.0,9,1,1,1,1,157.0,1,5,85,170,0,,Arkansas,AR,123.7,1.4,3.989807692307693,748.6197763766561,52.84374892070514,3.7,360
2275,2017,451965.0,9,1,1,1,1,43.0,1,29,95,40,0,,Missouri,MO,310.5,1.6,3.989807692307693,205.0359897082561,61.51079691247683,3.8,360
2278,2017,451965.0,9,1,1,1,1,123.0,1,41,39,60,0,,Oregon,OR,236.8,2.9,3.989807692307693,586.498296142221,117.2996592284442,4.1,360
2279,2017,451965.0,9,1,1,1,2,339.0,1,34,9,400,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,1616.4465235139262,48.49339570541778,4.6,360
2282,2017,451965.0,9,1,1,1,1,198.0,1,34,3,98,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,944.119208424063,115.60643368457916,4.6,360
2287,2017,451965.0,9,1,1,1,1,228.0,3,6,59,148,0,9.0,California,CA,,2.6,3.989807692307693,1087.1675733368,88.14872216244324,4.8,360
2288,2017,451965.0,9,1,1,1,1,823.0,3,27,53,238,0,1.0,Minnesota,MN,345.3,1.7,3.989807692307693,3924.2934774394134,197.8635366776175,3.5,360
2292,2017,451965.0,9,1,1,1,2,61.0,1,49,21,136,0,,Utah,UT,163.3,2.7,3.989807692307693,290.8650086558982,25.664559587285133,3.2,360
2304,2017,451965.0,9,1,1,1,1,214.0,3,34,21,72,0,1.0,New Jersey,NJ,600.2,1.6,3.989807692307693,1020.4116697108561,170.068611618476,4.6,360
2307,2017,451965.0,9,1,1,1,1,101.0,3,34,19,68,0,1.0,New Jersey,NJ,600.2,1.6,3.989807692307693,481.59616187288066,84.98755797756716,4.6,360
2316,2017,451965.0,9,1,1,1,1,237.0,3,39,17,122,0,1.0,Ohio,OH,646.5,1.9,3.989807692307693,1130.082082810621,111.15561470268403,5.0,360
2317,2017,451965.0,9,1,1,1,1,200.0,3,53,5,103,0,9.0,Washington,WA,491.7,3.1,3.989807692307693,953.6557660849121,111.10552614581499,4.8,360
2319,2017,451965.0,9,1,1,1,1,123.0,3,32,3,75,0,3.0,Nevada,NV,153.7,2.3,3.989807692307693,586.498296142221,93.83972738275536,5.0,360
2326,2017,451965.0,9,1,1,1,1,118.0,3,48,209,95,0,3.0,Texas,TX,,1.1,3.989807692307693,562.6569019900982,71.0724507776966,4.3,360
2332,2017,451965.0,9,1,1,1,1,163.0,1,16,1,73,0,,Idaho,ID,69.4,2.0,3.989807692307693,777.2294493592035,127.76374510014304,3.2,360
2346,2017,451965.0,9,1,1,1,1,85.0,1,25,27,62,0,,Massachusetts,MA,528.0,2.1,3.989807692307693,405.3037005860877,78.44587753279116,3.7,360
2347,2017,451965.0,9,1,1,1,1,379.0,1,6,73,77,0,,California,CA,,2.6,3.989807692307693,1807.1776767309084,281.63807949053114,4.8,360
2348,2017,451965.0,9,1,1,1,2,374.0,3,25,7,250,0,3.0,Massachusetts,MA,528.0,2.1,3.989807692307693,1783.3362825787858,85.60014156378172,3.7,360
2357,2017,451965.0,9,1,1,1,1,356.0,3,8,117,81,0,9.0,Colorado,CO,335.0,2.1,3.989807692307693,1697.5072636311436,251.48255757498424,2.8,360
2359,2017,451965.0,9,1,1,1,1,158.0,1,42,91,59,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,753.3880552070806,153.2314688556774,4.9,360
2365,2017,451965.0,9,1,1,1,1,142.0,1,17,97,89,0,,Illinois,IL,815.5,1.4,3.989807692307693,677.0955939202877,91.29378794430845,5.0,360
2366,2017,451965.0,9,1,1,1,1,305.0,1,2,20,79,0,,Alaska,AK,50.1,-1.9,3.989807692307693,1454.325043279491,220.91013315637838,7.2,360
2368,2017,451965.0,9,1,1,1,2,154.0,1,50,21,209,0,,Vermont,VT,32.0,1.4,3.989807692307693,734.3149398853824,42.161623342701375,3.0,360
2375,2017,451965.0,9,1,1,1,2,94.0,1,17,37,91,0,,Illinois,IL,815.5,1.4,3.989807692307693,448.2182100599087,59.10569802987807,5.0,360
2379,2017,451965.0,9,1,1,1,1,152.0,3,17,93,60,0,3.0,Illinois,IL,815.5,1.4,3.989807692307693,724.7783822245333,144.95567644490666,5.0,360
2386,2017,451965.0,9,1,1,1,1,202.0,1,36,55,114,0,,New York,NY,,1.3,3.989807692307693,963.1923237457613,101.38866565744856,4.7,360
2392,2017,451965.0,9,1,1,1,1,335.0,3,6,83,64,0,1.0,California,CA,,2.6,3.989807692307693,1597.3734081922278,299.5075140360427,4.8,360
2397,2017,451965.0,9,1,1,1,1,346.0,1,6,37,143,0,,California,CA,,2.6,3.989807692307693,1649.8244753268982,138.44680911834112,4.8,360
2401,2017,451965.0,9,1,1,1,1,152.0,1,12,91,110,0,,Florida,FL,968.0,2.7,3.989807692307693,724.7783822245333,79.06673260631273,4.2,360
2404,2017,451965.0,9,1,1,1,1,107.0,1,6,65,48,0,,California,CA,,2.6,3.989807692307693,510.20583485542807,127.55145871385702,4.8,360
2416,2017,451965.0,9,1,1,1,1,430.0,1,6,37,150,0,,California,CA,,2.6,3.989807692307693,2050.359897082561,164.02879176660488,4.8,360
2417,2017,451965.0,9,1,1,1,1,82.0,3,12,127,54,0,9.0,Florida,FL,968.0,2.7,3.989807692307693,390.998864094814,86.88863646551422,4.2,360
2420,2017,451965.0,9,1,1,1,1,57.0,3,32,3,101,0,9.0,Nevada,NV,153.7,2.3,3.989807692307693,271.7918933342,32.29210613871683,5.0,360
2421,2017,451965.0,9,1,1,1,2,35.0,3,20,173,62,0,1.0,Kansas,KS,156.4,1.0,3.989807692307693,166.88975906485962,32.30124368997283,3.6,360
2422,2017,451965.0,9,1,1,1,1,89.0,3,26,15,75,0,3.0,Michigan,MI,504.9,2.0,3.989807692307693,424.3768159077859,67.90029054524574,4.6,360
2429,2017,451965.0,9,1,1,1,1,77.0,3,47,9,8,0,1.0,Tennessee,TN,341.3,2.1,3.989807692307693,367.1574699426912,550.7362049140369,3.7,360
2434,2017,451965.0,9,1,1,1,1,656.0,3,6,75,148,0,1.0,California,CA,,2.6,3.989807692307693,3127.990912758512,253.6208848182577,4.8,360
2436,2017,451965.0,9,1,1,1,1,112.0,3,48,355,155,0,9.0,Texas,TX,,1.1,3.989807692307693,534.0472290075508,41.34559192316522,4.3,360
2440,2017,451965.0,9,1,1,1,2,81.0,3,41,51,96,0,1.0,Oregon,OR,236.8,2.9,3.989807692307693,386.2305852643894,48.278823158048674,4.1,360
